Date/Time: 3/4/2016 3:02:21 PM,,
Material:  Al 6061 T6,,
Time (ms),Displacement (um),Load (N)
259526,2596,776.089817
259626,2597,776.018142
259726,2598,775.713195
259826,2599,775.749685
259926,2600,775.885217
260026,2601,776.054631
260126,2602,775.913887
260226,2603,775.97644
260326,2604,775.975137
260426,2605,776.164099
260526,2606,776.329604
260626,2607,776.313966
260726,2608,776.179738
260826,2609,776.289205
260926,2610,776.502929
261026,2611,776.707529
261126,2612,776.806572
261226,2613,776.4912
261326,2614,776.611093
261426,2615,776.573301
261526,2616,776.88346
261626,2617,776.865215
261726,2618,776.865215
261826,2619,776.620216
261926,2620,776.543328
262026,2621,776.661918
262126,2622,777.004657
262226,2623,776.724471
262326,2624,776.673647
262426,2625,776.598062
262526,2626,776.755748
262626,2627,777.061997
262726,2628,777.022901
262826,2629,776.880854
262926,2630,776.998141
263026,2631,777.177981
263126,2632,777.477715
263226,2633,777.507688
263326,2634,777.116731
263426,2635,776.989019
263526,2636,777.137582
263626,2637,777.527236
263726,2638,777.528539
263826,2639,777.3083
263926,2640,777.368247
264026,2641,777.536358
264126,2642,777.535055
264226,2643,777.791784
264326,2644,777.833486
264426,2645,777.660161
264526,2646,777.575454
264626,2647,777.883007
264726,2648,778.017235
264826,2649,777.972927
264926,2650,777.815241
265026,2651,777.824363
265126,2652,778.044602
265226,2653,778.273964
265326,2654,778.379522
265426,2655,777.953379
265526,2656,778.075879
265626,2657,778.043299
265726,2658,778.380825
265826,2659,778.286996
265926,2660,778.344336
266026,2661,778.049815
266126,2662,778.086305
266226,2663,778.301331
266326,2664,778.618006
266426,2665,778.487687
266526,2666,778.474655
266626,2667,778.418618
266726,2668,778.558059
266826,2669,778.749628
266926,2670,779.03633
267026,2671,778.782208
267126,2672,778.873431
267226,2673,778.952926
267326,2674,779.134069
267426,2675,779.429893
267526,2676,779.111915
267626,2677,779.201835
267726,2678,779.276117
267826,2679,779.535452
267926,2680,779.547181
268026,2681,779.674893
268126,2682,779.274814
268226,2683,779.199229
268326,2684,779.303484
268426,2685,779.694441
268526,2686,779.492447
268626,2687,779.386888
268726,2688,779.300878
268826,2689,779.419468
268926,2690,779.715292
269026,2691,779.560212
269126,2692,779.299574
269226,2693,779.204442
269326,2694,779.453351
269426,2695,779.299574
269526,2696,779.634494
269626,2697,779.46508
269726,2698,779.544574
269826,2699,779.574548
269926,2700,779.91859
270026,2701,779.956382
270126,2702,779.97593
270226,2703,779.654042
270326,2704,779.745265
270426,2705,779.73093
270526,2706,780.012419
270626,2707,779.964201
270726,2708,779.992872
270826,2709,779.929015
270926,2710,780.082792
271026,2711,780.125797
271126,2712,780.381222
271226,2713,780.210504
271326,2714,780.218323
271426,2715,780.230052
271526,2716,780.477658
271626,2717,780.471142
271726,2718,780.317366
271826,2719,780.180531
271926,2720,780.171409
272026,2721,780.201382
272126,2722,780.564972
272226,2723,780.671834
272326,2724,780.333004
272426,2725,780.383829
272526,2726,780.413802
272626,2727,780.946807
272726,2728,780.906408
272826,2729,780.875131
272926,2730,780.757844
273026,2731,780.901195
273126,2732,781.002844
273226,2733,781.251753
273326,2734,781.090158
273426,2735,780.993722
273526,2736,781.03412
273626,2737,781.395104
273726,2738,781.443322
273826,2739,781.187897
273926,2740,780.925956
274026,2741,780.899892
274126,2742,781.315609
274226,2743,781.435503
274326,2744,781.39771
274426,2745,781.032817
274526,2746,781.12795
274626,2747,781.199626
274726,2748,781.625769
274826,2749,781.574944
274926,2750,781.601008
275026,2751,781.329945
275126,2752,781.52412
275226,2753,781.488934
275326,2754,781.857737
275426,2755,781.620556
275526,2756,781.54888
275626,2757,781.503269
275726,2758,781.847311
275826,2759,782.033667
275926,2760,781.97372
276026,2761,781.930715
276126,2762,782.094917
276226,2763,782.326885
276326,2764,782.329491
276426,2765,782.410289
276526,2766,782.217417
276626,2767,782.199172
276726,2768,782.21872
276826,2769,782.603161
276926,2770,782.660502
277026,2771,782.574491
277126,2772,782.518454
277226,2773,782.436353
277326,2774,782.420715
277426,2775,782.723055
277526,2776,782.58231
277626,2777,782.600555
277726,2778,782.419411
277826,2779,782.644863
277926,2780,782.826007
278026,2781,782.785608
278126,2782,782.631831
278226,2783,782.741299
278326,2784,782.994118
278426,2785,783.306884
278526,2786,783.352495
278626,2787,783.22348
278726,2788,783.213054
278826,2789,783.218267
278926,2790,783.64441
279026,2791,783.764304
279126,2792,783.529729
279226,2793,783.175262
279326,2794,783.323825
279426,2795,783.484118
279526,2796,783.719995
279626,2797,783.480208
279726,2798,783.446325
279826,2799,783.349889
279926,2800,783.528426
280026,2801,783.551884
280126,2802,783.514091
280226,2803,783.375953
280326,2804,783.369437
280426,2805,783.443719
280526,2806,783.693931
280626,2807,783.777335
280726,2808,783.581857
280826,2809,783.553187
280926,2810,783.613133
281026,2811,783.996271
281126,2812,783.997575
281226,2813,784.057521
281326,2814,783.695234
281426,2815,783.822947
281526,2816,783.881591
281626,2817,784.052309
281726,2818,783.988452
281826,2819,783.862043
281926,2820,783.787761
282026,2821,783.957176
282126,2822,784.028851
282226,2823,784.060128
282326,2824,783.826857
282426,2825,783.906351
282526,2826,784.03667
282626,2827,784.46542
282726,2828,784.474542
282826,2829,784.186537
282926,2830,784.155261
283026,2831,784.255606
283126,2832,784.732574
283226,2833,784.877228
283326,2834,784.85768
283426,2835,784.547521
283526,2836,784.634834
283626,2837,784.959329
283726,2838,785.020579
283826,2839,784.746909
283926,2840,784.799036
284026,2841,784.651776
284126,2842,784.888957
284226,2843,784.818584
284326,2844,784.917627
284426,2845,784.776882
284526,2846,784.680446
284626,2847,784.73518
284726,2848,785.145685
284826,2849,785.096164
284926,2850,784.928052
285026,2851,784.933265
285126,2852,784.982786
285226,2853,785.356802
285326,2854,785.342467
285426,2855,784.931962
285526,2856,785.139169
285626,2857,785.120924
285726,2858,785.106589
285826,2859,785.530126
285926,2860,785.609621
286026,2861,785.706057
286126,2862,785.648716
286226,2863,785.782945
286326,2864,785.842892
286426,2865,785.849408
286526,2866,785.807706
286626,2867,785.802493
286726,2868,785.799886
286826,2869,786.151748
286926,2870,786.287279
287026,2871,786.068344
287126,2872,785.904142
287226,2873,785.940631
287326,2874,786.154354
287426,2875,786.403263
287526,2876,786.391535
287626,2877,785.95236
287726,2878,785.964088
287826,2879,785.979727
287926,2880,786.325072
288026,2881,786.21821
288126,2882,786.163476
288226,2883,786.050099
288326,2884,786.261216
288426,2885,786.212998
288526,2886,786.613077
288626,2887,786.293795
288726,2888,786.418902
288826,2889,786.532279
288926,2890,786.91672
289026,2891,787.083529
289126,2892,786.833316
289226,2893,786.749912
289326,2894,786.748609
289426,2895,787.155204
289526,2896,787.160417
289626,2897,787.126534
289726,2898,786.762944
289826,2899,786.869805
289926,2900,786.886747
290026,2901,787.120018
290126,2902,787.140869
290226,2903,787.070497
290326,2904,786.799433
290426,2905,786.919327
290526,2906,786.974061
290626,2907,787.101773
290726,2908,786.893263
290826,2909,786.852864
290926,2910,786.666508
291026,2911,787.065284
291126,2912,787.268582
291226,2913,787.174752
291326,2914,787.045736
291426,2915,787.269885
291526,2916,787.318103
291626,2917,787.574831
291726,2918,787.354592
291826,2919,787.135656
291926,2920,787.156507
292026,2921,787.1943
292126,2922,787.634778
292226,2923,787.512278
292326,2924,787.43148
292426,2925,787.181268
292526,2926,787.350683
292626,2927,787.404113
292726,2928,787.581347
292826,2929,787.323316
292926,2930,787.315496
293026,2931,787.279007
293126,2932,787.565709
293226,2933,787.650416
293326,2934,787.707757
293426,2935,787.585257
293526,2936,787.810709
293626,2937,788.230336
293726,2938,788.231639
293826,2939,788.214698
293926,2940,787.98273
294026,2941,787.947544
294126,2942,788.064831
294226,2943,788.406266
294326,2944,788.449272
294426,2945,788.2564
294526,2946,788.154751
294626,2947,788.253793
294726,2948,788.229033
294826,2949,788.480548
294926,2950,788.504006
295026,2951,788.328075
295126,2952,788.292889
295226,2953,788.453181
295326,2954,788.427117
295426,2955,788.438846
295526,2956,788.227729
295626,2957,788.197756
295726,2958,788.291586
295826,2959,788.402357
295926,2960,788.524857
296026,2961,788.210788
296126,2962,788.042676
296226,2963,788.141719
296326,2964,788.563952
296426,2965,788.567862
296526,2966,788.470123
296626,2967,788.00749
296726,2968,787.804193
296826,2969,787.729911
296926,2970,787.748155
297026,2971,787.331135
297126,2972,786.951906
297226,2973,786.394141
297326,2974,786.368077
297426,2975,785.656535
297526,2976,785.348983
297626,2977,784.715632
297726,2978,784.256909
297826,2979,784.286883
297926,2980,784.361165
298026,2981,784.211298
298126,2982,783.968904
298226,2983,783.97933
298326,2984,784.105739
298426,2985,784.651776
298526,2986,784.831616
298626,2987,785.173052
298726,2988,785.064887
298826,2989,785.380259
298926,2990,785.679993
299026,2991,786.22603
299126,2992,786.356349
299226,2993,786.716029
299326,2994,787.105683
299426,2995,787.7664
299526,2996,788.347623
299626,2997,788.669511
299726,2998,788.588713
299826,2999,788.88584
299926,3000,789.126931
300026,3001,789.689909
300126,3002,790.024828
300226,3003,789.854111
300326,3004,789.964882
300426,3005,790.186424
300526,3006,790.31544
300626,3007,790.645147
300726,3008,790.761131
300826,3009,790.473126
300926,3010,790.611264
301026,3011,790.70379
301126,3012,791.084322
301226,3013,790.963125
301326,3014,791.004827
301426,3015,790.737673
301526,3016,790.97746
301626,3017,791.148178
301726,3018,791.502646
301826,3019,791.182061
301926,3020,791.266769
302026,3021,791.328019
302126,3022,791.643391
302226,3023,791.645997
302326,3024,791.342354
302426,3025,791.286316
302526,3026,791.31629
302626,3027,791.352779
302726,3028,791.634268
302826,3029,791.562593
302926,3030,791.400997
303026,3031,791.298045
303126,3032,791.335838
303226,3033,791.666848
303326,3034,791.494827
303426,3035,791.325412
303526,3036,791.261556
303626,3037,791.403604
303726,3038,791.445306
303826,3039,791.574321
303926,3040,791.318896
304026,3041,791.31629
304126,3042,791.361901
304226,3043,791.640784
304326,3044,791.673364
304426,3045,791.387965
304526,3046,791.473976
304626,3047,791.376237
304726,3048,791.782832
304826,3049,791.838869
304926,3050,791.613417
305026,3051,791.342354
305126,3052,791.343657
305226,3053,791.367114
305326,3054,791.716369
305426,3055,791.472673
305526,3056,791.386662
305626,3057,791.481795
305726,3058,791.569109
305826,3059,791.67597
305926,3060,791.818018
306026,3061,791.729401
306126,3062,791.730704
306226,3063,791.793257
306326,3064,791.947034
306426,3065,791.990039
306526,3066,792.095597
306626,3067,791.726795
306726,3068,791.725491
306826,3069,792.013496
306926,3070,792.28847
307026,3071,792.361448
307126,3072,791.997858
307226,3073,792.07605
307326,3074,792.10081
307426,3075,792.426608
307526,3076,792.546501
307626,3077,792.356235
307726,3078,792.009587
307826,3079,792.236342
307926,3080,792.482645
308026,3081,792.513921
308126,3082,792.207672
308226,3083,792.026528
308326,3084,792.258496
308426,3085,792.446156
308526,3086,792.49307
308626,3087,792.31714
308726,3088,792.246767
308826,3089,792.195943
308926,3090,792.259799
309026,3091,792.559533
309126,3092,792.567352
309226,3093,792.060411
309326,3094,792.156847
309426,3095,792.328868
309526,3096,792.311927
309626,3097,792.485251
309726,3098,792.582991
309826,3099,792.241555
309926,3100,792.367964
310026,3101,792.482645
310126,3102,792.880118
310226,3103,792.92182
310326,3104,792.650756
310426,3105,792.585597
310526,3106,792.820171
310626,3107,792.838416
310726,3108,792.768044
310826,3109,792.692458
310926,3110,792.542592
311026,3111,792.632512
311126,3112,792.847538
311226,3113,792.953096
311326,3114,792.599932
311426,3115,792.502193
311526,3116,792.625996
311626,3117,792.734161
311726,3118,792.870996
311826,3119,792.902272
311926,3120,792.43964
312026,3121,792.52956
312126,3122,792.625996
312226,3123,792.941368
312326,3124,792.826687
312426,3125,792.712006
312526,3126,792.469613
312626,3127,792.695065
312726,3128,792.867086
312826,3129,792.73807
312926,3130,792.559533
313026,3131,792.536076
313126,3132,792.734161
313226,3133,793.026075
313326,3134,793.282804
313426,3135,792.946581
313526,3136,792.859267
313626,3137,793.027378
313726,3138,793.43267
313826,3139,793.589053
313926,3140,793.690702
314026,3141,793.37924
314126,3142,793.426154
314226,3143,793.62033
314326,3144,793.953946
314426,3145,793.824931
314526,3146,793.562989
314626,3147,793.582537
314726,3148,793.757165
314826,3149,793.870542
314926,3150,793.841872
315026,3151,793.649
315126,3152,793.599479
315226,3153,793.798867
315326,3154,793.95134
315426,3155,793.866633
315526,3156,793.664638
315626,3157,793.668548
315726,3158,793.594266
315826,3159,793.862723
315926,3160,793.977404
316026,3161,793.956553
316126,3162,793.586447
316226,3163,793.914851
316326,3164,794.037351
316426,3165,794.239345
316526,3166,794.095994
316626,3167,794.180702
316726,3168,794.024319
316826,3169,794.193733
316926,3170,794.254983
317026,3171,794.240648
317126,3172,793.959159
317226,3173,794.247164
317326,3174,794.243255
317426,3175,794.5886
317526,3176,794.738467
317626,3177,794.738467
317726,3178,794.312324
317826,3179,794.412669
317926,3180,794.844025
318026,3181,794.799717
318126,3182,794.868786
318226,3183,794.410063
318326,3184,794.546898
318426,3185,794.518228
318526,3186,794.807536
318626,3187,794.844025
318726,3188,794.728041
318826,3189,794.601632
318926,3190,794.675914
319026,3191,794.644637
319126,3192,794.750196
319226,3193,794.493467
319326,3194,794.483042
319426,3195,794.440036
319526,3196,794.86227
319626,3197,794.885727
319726,3198,795.000408
319826,3199,794.70719
319926,3200,794.673307
320026,3201,795.01735
320126,3202,795.207615
320226,3203,795.367908
320326,3204,795.025169
320426,3205,795.208918
320526,3206,795.301445
320626,3207,795.667641
320726,3208,795.753652
320826,3209,795.555567
320926,3210,795.314477
321026,3211,795.450009
321126,3212,795.503439
321226,3213,795.615514
321326,3214,795.444796
321426,3215,795.40961
321526,3216,795.37703
321626,3217,795.678067
321726,3218,795.70804
321826,3219,795.474769
321926,3220,795.2832
322026,3221,795.34836
322126,3222,795.628546
322226,3223,795.68328
322326,3224,795.73671
322426,3225,795.387455
322526,3226,795.427854
322626,3227,795.516471
322726,3228,795.371817
322826,3229,795.602482
322926,3230,795.521684
323026,3231,795.326206
323126,3232,795.451312
323226,3233,795.443493
323326,3234,795.64679
323426,3235,795.395275
323526,3236,795.304051
323626,3237,795.264956
323726,3238,795.573812
323826,3239,795.838359
323926,3240,795.693705
324026,3241,795.601179
324126,3242,795.710647
324226,3243,796.01429
324326,3244,795.954343
324426,3245,796.063811
324526,3246,795.829237
324626,3247,795.775806
324726,3248,795.878758
324826,3249,796.151125
324926,3250,796.181098
325026,3251,796.097694
325126,3252,795.847482
325226,3253,795.92046
325326,3254,795.936098
325426,3255,796.264502
325526,3256,796.082056
325626,3257,796.16546
325726,3258,796.114636
325826,3259,796.332268
325926,3260,796.332268
326026,3261,796.383093
326126,3262,796.394821
326226,3263,796.117242
326326,3264,796.31272
326426,3265,796.16155
326526,3266,796.682826
326626,3267,796.317933
326726,3268,796.392215
326826,3269,796.450859
326926,3270,796.999502
327026,3271,796.854847
327126,3272,796.904369
327226,3273,796.635912
327326,3274,796.542082
327426,3275,796.659369
327526,3276,797.124608
327626,3277,796.939555
327726,3278,796.625486
327826,3279,796.781869
327926,3280,796.927826
328026,3281,796.844422
328126,3282,796.800113
328226,3283,796.753199
328326,3284,796.625486
328426,3285,796.861363
328526,3286,797.028172
328626,3287,796.951284
328726,3288,796.707587
328826,3289,796.645034
328926,3290,796.688039
329026,3291,797.153278
329126,3292,797.31357
329226,3293,797.265352
329326,3294,796.951284
329426,3295,796.948677
329526,3296,797.140246
329626,3297,797.477772
329726,3298,797.271868
329826,3299,797.245804
329926,3300,797.144156
330026,3301,797.231469
330126,3302,797.334421
330226,3303,797.232773
330326,3304,797.167613
330426,3305,797.168916
330526,3306,797.26014
330626,3307,797.430857
330726,3308,797.432161
330826,3309,797.355272
330926,3310,797.13764
331026,3311,797.387852
331126,3312,797.708437
331226,3313,797.752745
331326,3314,797.687586
331426,3315,797.514262
331526,3316,797.571602
331626,3317,797.563783
331726,3318,797.838756
331826,3319,797.789235
331926,3320,797.768384
332026,3321,797.546841
332126,3322,797.668038
332226,3323,797.748836
332326,3324,797.911735
332426,3325,797.602879
332526,3326,797.55857
332626,3327,797.666735
332726,3328,797.966469
332826,3329,798.045963
332926,3330,797.827027
333026,3331,797.469953
333126,3332,797.566389
333226,3333,797.927373
333326,3334,797.854394
333426,3335,797.768384
333526,3336,797.58724
333626,3337,797.638065
333726,3338,797.493411
333826,3339,797.884368
333926,3340,797.834846
334026,3341,797.707134
334126,3342,797.657613
334226,3343,797.920857
334326,3344,797.958649
334426,3345,798.233623
334526,3346,797.940405
334626,3347,797.888277
334726,3348,798.131974
334826,3349,798.413463
334926,3350,798.456468
335026,3351,798.348303
335126,3352,798.340484
335226,3353,798.357426
335326,3354,798.817452
335426,3355,798.859154
335526,3356,798.793994
335626,3357,798.52684
335726,3358,798.554207
335826,3359,798.787478
335926,3360,798.77575
336026,3361,798.724925
336126,3362,798.62458
336226,3363,798.543782
336326,3364,798.734048
336426,3365,798.691042
336526,3366,798.766627
336626,3367,798.575058
336726,3368,798.494261
336826,3369,798.651947
336926,3370,798.818755
337026,3371,798.95559
337126,3372,798.618064
337226,3373,798.663675
337326,3374,798.550298
337426,3375,798.758808
337526,3376,798.873489
337626,3377,798.882611
337726,3378,798.748383
337826,3379,798.792691
337926,3380,798.848728
338026,3381,799.250111
338126,3382,799.160191
338226,3383,798.994686
338326,3384,798.882611
338426,3385,799.100244
338526,3386,799.166707
338626,3387,799.398674
338726,3388,798.956893
338826,3389,798.95559
338926,3390,798.943861
339026,3391,799.240988
339126,3392,799.367398
339226,3393,799.108063
339326,3394,798.990776
339426,3395,799.04551
339526,3396,799.261839
339626,3397,799.463834
339726,3398,799.34394
339826,3399,799.111973
339926,3400,799.015537
340026,3401,799.207105
340126,3402,799.56418
340226,3403,799.526387
340326,3404,799.579818
340426,3405,799.392158
340526,3406,799.501626
340626,3407,799.613701
340726,3408,799.802663
340826,3409,799.612398
340926,3410,799.485988
341026,3411,799.52769
341126,3412,799.727078
341226,3413,799.76878
341326,3414,799.629339
341426,3415,799.416919
341526,3416,799.373914
341626,3417,799.74011
341726,3418,799.962956
341826,3419,800.028115
341926,3420,799.764871
342026,3421,799.732291
342126,3422,799.7766
342226,3423,800.148009
342326,3424,800.196227
342426,3425,799.901706
342526,3426,799.918647
342626,3427,799.888674
342726,3428,800.033328
342826,3429,800.292663
342926,3430,800.018993
343026,3431,799.939498
343126,3432,799.938195
343226,3433,800.148009
343326,3434,800.188408
343426,3435,800.218381
343526,3436,799.9812
343626,3437,799.904312
343726,3438,800.04636
343826,3439,800.146706
343926,3440,800.120642
344026,3441,800.07503
344126,3442,799.807876
344226,3443,799.892583
344326,3444,800.273115
344426,3445,800.19753
344526,3446,800.194924
344626,3447,799.896493
344726,3448,800.116732
344826,3449,800.231413
344926,3450,800.604125
345026,3451,800.38128
345126,3452,800.378673
345226,3453,800.441226
345326,3454,800.627583
345426,3455,800.617157
345526,3456,800.704471
345626,3457,800.510296
345726,3458,800.468593
345826,3459,800.727928
345926,3460,800.905162
346026,3461,801.023752
346126,3462,800.609338
346226,3463,800.464684
346326,3464,800.476413
346426,3465,800.83479
346526,3466,800.914284
346626,3467,800.884311
346726,3468,800.697955
346826,3469,800.729231
346926,3470,800.733141
347026,3471,801.135827
347126,3472,800.991173
347226,3473,800.862157
347326,3474,800.750083
347426,3475,800.972928
347526,3476,801.147555
347626,3477,801.005508
347726,3478,800.759205
347826,3479,800.793088
347926,3480,800.939045
348026,3481,800.979444
348126,3482,801.143646
348226,3483,800.83088
348326,3484,800.768327
348426,3485,801.091518
348526,3486,801.002901
348626,3487,801.10455
348726,3488,801.068061
348826,3489,800.807423
348926,3490,800.717503
349026,3491,800.842609
349126,3492,801.34564
349226,3493,801.251811
349326,3494,801.283087
349426,3495,801.062848
349526,3496,801.155375
349626,3497,801.404284
349726,3498,801.481172
349826,3499,801.260933
349926,3500,801.171013
350026,3501,801.267449
350126,3502,801.452502
350226,3503,801.453805
350326,3504,801.208805
350426,3505,801.254417
350526,3506,801.195773
350626,3507,801.324789
350726,3508,801.612794
350826,3509,801.520268
350926,3510,801.245295
351026,3511,801.250507
351126,3512,801.262236
351226,3513,801.542422
351326,3514,801.59064
351426,3515,801.453805
351526,3516,801.474656
351626,3517,801.447289
351726,3518,801.758752
351826,3519,801.894283
351926,3520,801.608885
352026,3521,801.64798
352126,3522,801.710534
352226,3523,802.117129
352326,3524,802.089762
352426,3525,802.002448
352526,3526,801.998539
352626,3527,801.873432
352726,3528,802.246145
352826,3529,802.380373
352926,3530,802.398618
353026,3531,802.016783
353126,3532,802.001145
353226,3533,802.140586
353326,3534,802.366038
353426,3535,802.087155
353526,3536,802.024602
353626,3537,801.814789
353726,3538,801.899496
353826,3539,801.769177
353926,3540,801.999842
354026,3541,801.724869
354126,3542,801.685773
354226,3543,801.731385
354326,3544,801.962049
354426,3545,801.975081
354526,3546,802.042847
354626,3547,801.74572
354726,3548,801.743113
354826,3549,802.13798
354926,3550,802.334762
355026,3551,802.312607
355126,3552,801.972475
355226,3553,802.006358
355326,3554,802.117129
355426,3555,802.4729
355526,3556,802.253964
355626,3557,802.07282
355726,3558,802.058485
355826,3559,802.204443
355926,3560,802.28524
356026,3561,802.46899
356126,3562,802.38298
356226,3563,802.394708
356326,3564,802.432501
356426,3565,802.670985
356526,3566,802.846915
356626,3567,802.539362
356726,3568,802.541969
356826,3569,802.53415
356926,3570,802.74266
357026,3571,802.823458
357126,3572,802.859947
357226,3573,802.528937
357326,3574,802.538059
357426,3575,802.740054
357526,3576,802.747873
357626,3577,802.682713
357726,3578,802.728325
357826,3579,802.476809
357926,3580,802.575852
358026,3581,802.58758
358126,3582,802.708777
358226,3583,802.570639
358326,3584,802.560213
358426,3585,802.549788
358526,3586,802.711384
358626,3587,802.888617
358726,3588,802.759602
358826,3589,802.608431
358926,3590,802.457261
359026,3591,802.777846
359126,3592,802.95508
359226,3593,802.896436
359326,3594,802.844309
359426,3595,802.747873
359526,3596,802.823458
359626,3597,803.008511
359726,3598,803.20008
359826,3599,803.142739
359926,3600,802.949867
360026,3601,802.939442
360126,3602,802.966809
360226,3603,803.206596
360326,3604,803.090612
360426,3605,802.934229
360526,3606,802.895133
360626,3607,803.136223
360726,3608,803.180532
360826,3609,803.340824
360926,3610,803.039787
361026,3611,802.943351
361126,3612,803.25742
361226,3613,803.154468
361326,3614,803.310851
361426,3615,802.988963
361526,3616,802.906862
361626,3617,802.882101
361726,3618,803.17141
361826,3619,803.35125
361926,3620,803.177926
362026,3621,802.856038
362126,3622,802.915984
362226,3623,803.026755
362326,3624,803.280878
362426,3625,803.207899
362526,3626,803.091915
362626,3627,803.051516
362726,3628,803.319973
362826,3629,803.398165
362926,3630,803.564973
363026,3631,803.236569
363126,3632,803.300425
363226,3633,803.43726
363326,3634,803.734388
363426,3635,803.591037
363526,3636,803.623617
363626,3637,803.323883
363726,3638,803.442473
363826,3639,803.44117
363926,3640,803.687473
364026,3641,803.692686
364126,3642,803.336915
364226,3643,803.377314
364326,3644,803.378617
364426,3645,803.562367
364526,3646,803.637952
364626,3647,803.52718
364726,3648,803.327792
364826,3649,803.503723
364926,3650,803.630132
365026,3651,803.604069
365126,3652,803.329096
365226,3653,803.317367
365326,3654,803.370798
365426,3655,803.750026
365526,3656,803.635345
365626,3657,803.618404
365726,3658,803.389042
365826,3659,803.297819
365926,3660,803.634042
366026,3661,803.695292
366126,3662,803.802154
366226,3663,803.583218
366326,3664,803.626223
366426,3665,803.750026
366526,3666,804.190504
366626,3667,804.026302
366726,3668,804.256967
366826,3669,803.916834
366926,3670,803.992419
367026,3671,804.032818
367126,3672,804.208749
367226,3673,804.099281
367326,3674,803.931169
367426,3675,803.924653
367526,3676,804.272605
367626,3677,804.253057
367726,3678,804.226994
367826,3679,803.821701
367926,3680,803.899893
368026,3681,804.267392
368126,3682,804.365132
368226,3683,804.272605
368326,3684,804.047153
368426,3685,804.302579
368526,3686,804.584068
368626,3687,804.567126
368726,3688,804.496754
368826,3689,804.397711
368926,3690,804.284334
369026,3691,804.318217
369126,3692,804.538456
369226,3693,804.581461
369326,3694,804.456355
369426,3695,804.333855
369526,3696,804.359919
369626,3697,804.778243
369726,3698,804.853828
369826,3699,804.397711
369926,3700,804.339068
370026,3701,804.269999
370126,3702,804.779546
370226,3703,804.580158
370326,3704,804.716993
370426,3705,804.350797
370526,3706,804.199627
370626,3707,804.456355
370726,3708,804.812126
370826,3709,804.590584
370926,3710,804.546275
371026,3711,804.240025
371126,3712,804.357313
371226,3713,804.62186
371326,3714,804.736541
371426,3715,804.514999
371526,3716,804.822551
371626,3717,804.946354
371726,3718,805.059732
371826,3719,805.113163
371926,3720,805.158774
372026,3721,804.80561
372126,3722,804.653137
372226,3723,805.015423
372326,3724,805.174413
372426,3725,805.190051
372526,3726,804.823855
372626,3727,804.907259
372726,3728,804.799094
372826,3729,805.208296
372926,3730,805.11186
373026,3731,805.036275
373126,3732,804.653137
373226,3733,804.667472
373326,3734,804.947658
373426,3735,805.072764
373526,3736,804.855131
373626,3737,804.935929
373726,3738,804.92811
373826,3739,805.306035
373926,3740,805.304732
374026,3741,805.117072
374126,3742,804.973721
374226,3743,804.995876
374326,3744,804.951567
374426,3745,805.334705
374526,3746,805.25912
374626,3747,804.920291
374726,3748,804.784759
374826,3749,804.812126
374926,3750,805.266939
375026,3751,805.152258
375126,3752,805.054519
375226,3753,804.859041
375326,3754,804.929413
375426,3755,804.947658
375526,3756,805.01803
375626,3757,804.98936
375726,3758,804.915078
375826,3759,804.917684
375926,3760,805.004998
376026,3761,805.012817
376126,3762,805.063642
376226,3763,804.885104
376326,3764,804.789972
376426,3765,805.038881
376526,3766,805.162684
376626,3767,805.319067
376726,3768,805.0467
376826,3769,805.10404
376926,3770,805.205689
377026,3771,805.251301
377126,3772,805.526274
377226,3773,805.517152
377326,3774,805.178322
377426,3775,805.179625
377526,3776,805.328189
377626,3777,805.595343
377726,3778,805.247391
377826,3779,805.333402
377926,3780,805.227843
378026,3781,805.264333
378126,3782,805.488481
378226,3783,805.428535
378326,3784,805.163987
378426,3785,805.183535
378526,3786,805.432444
378626,3787,805.506726
378726,3788,805.557551
378826,3789,805.300822
378926,3790,805.32428
379026,3791,805.203083
379126,3792,805.560157
379226,3793,805.631832
379326,3794,805.779093
379426,3795,805.509333
379526,3796,805.506726
379626,3797,805.610981
379726,3798,806.038428
379826,3799,805.80255
379926,3800,805.676141
380026,3801,805.642258
380126,3802,805.842949
380226,3803,805.790822
380326,3804,805.759545
380426,3805,805.670928
380526,3806,805.659199
380626,3807,805.823401
380726,3808,806.138773
380826,3809,806.229997
380926,3810,805.977178
381026,3811,805.941992
381126,3812,806.106194
381226,3813,806.153108
381326,3814,806.347284
381426,3815,806.356406
381526,3816,806.081433
381626,3817,806.061885
381726,3818,806.250848
381826,3819,806.452842
381926,3820,806.261273
382026,3821,806.308188
382126,3822,806.111406
382226,3823,806.267789
382326,3824,806.286034
382426,3825,806.356406
382526,3826,806.120529
382626,3827,806.136167
382726,3828,806.229997
382826,3829,806.447629
382926,3830,806.40723
383026,3831,806.127045
383126,3832,806.098374
383226,3833,806.179172
383326,3834,806.394199
383426,3835,806.437204
383526,3836,806.245635
383626,3837,806.143986
383726,3838,806.125741
383826,3839,806.167443
383926,3840,806.344677
384026,3841,806.41114
384126,3842,806.322523
384226,3843,806.084039
384326,3844,806.116619
384426,3845,806.329039
384526,3846,806.375954
384626,3847,806.241725
384726,3848,806.08013
384826,3849,806.232603
384926,3850,806.469784
385026,3851,806.446326
385126,3852,806.197417
385226,3853,806.116619
385326,3854,806.115316
385426,3855,806.351193
385526,3856,806.498454
385626,3857,806.385076
385726,3858,806.179172
385826,3859,806.147896
385926,3860,806.134864
386026,3861,806.339465
386126,3862,806.300369
